SENTENCE	support_academic	support_moral	support_tech	support_data	support_library	support_finance	support_religious	support_unknown	sentiment_very_pos	sentiment_some_pos	sentiment_neutral
There are many people who should be thanked for their contribution to the completion of this study.	0	0	0	0	0	0	0	1	0	1	0
I would especially like to thank my wife, Khadijeh for her untiring patience in waiting for the completion of my studies and her pride and encouragement which inspired my work, iv	0	1	0	0	0	0	0	0	1	0	0
Furthermore, I was fortunate to benefit from my invaluable network of supportive and forgiving friends: Tina, Mark, Andy, Lynn, Rick, Martha, and Sally.	0	1	0	0	0	0	0	0	0	1	0
The support of my school library colleagues, and the school librarians who generously agreed to participate in this study, have been inspirational.	0	0	0	1	0	0	0	0	0	1	0
Finally, a word of thanks is due to my family, my father and mother, William and Elizabeth, my brother andsister, and their and sons, Kenneth Randall and Kevin Dale, for all of their support during my entire career and life.	0	1	0	0	0	0	0	0	0	1	0
The names of many were never learned, or have been, alas, forgotten with the passage of time.	0	0	0	0	0	0	0	1	0	0	1
First, I want to thank my committee members: I am grateful to my dissertation chair, Francois Nielsen, for helping me work through the most tedious parts of my writing and analyses while remaining unwaveringly patient, supportive, and encouraging.	1	0	0	0	0	0	0	0	1	0	0
Thank you to my committee members for offering encouragement throughout this process.	1	0	0	0	0	0	0	0	0	1	0
Danrel O'Connor must also be thanked for his statistical advice.	0	0	1	0	0	0	0	0	0	1	0
Finally, I thank God for his blessings and guidance during hard times, and thank everyone who prayed for me.	0	0	0	0	0	0	1	0	1	0	0
In addition I must mention the fine service of the interlibrary loan department at Indiana University and the many libraries from which books were obtained.	0	0	0	0	1	0	0	0	0	1	0
Finally, I must also thank Dr. Kathy Burnett for her support and guidance throughout my doctoral career.	1	0	0	0	0	0	0	0	0	1	0
"I wish to express my -appreciation to the entirp %facuity .and I"" staff of the Department of Computer Science,, Department of Elec- trical Engineering and the Computer Centre, University of Ottawa, ..^^fct^their kindness and moral support."	1	0	0	0	0	0	0	0	0	1	0
There are many more individuals that made this dissertation possible to whom I want to express my sincere gratitude.	0	0	0	0	0	0	0	1	0	1	0
I would also like to express my thanks to the other members of my thesis committee for their generous support.	1	0	0	0	0	0	0	0	0	1	0
Thanks are also extended to Mr. Sutep Thongpradit, who has assisted in data collection.	0	0	1	0	0	0	0	0	0	1	0
Both have encouraged me to do this work and participated in the conferences.	0	0	0	0	0	0	0	1	0	1	0
I wish also to thank Miss Lorna Ainsworth who did some of the research for the book and Dr. Will D. Howe for reading the manuscript.	1	0	0	0	0	0	0	0	0	1	0
There is not enough room on this single page to express all of my thanks to my family and friends.	0	1	0	0	0	0	0	0	1	0	0
You also cleaned our house, shopped for groceries, cooked, did yard work, cheered me on at every	0	0	0	0	0	0	0	1	1	0	0
I am especially grateful for the dedication and support I have received over the years from SLIS staff especially Jill-Chappell-Fail, Dr. Sarah Keeling, George Shaw, Tilda Reeder and Madonna Stoehr.	1	0	0	0	0	0	0	0	0	0	0
Many thanks and huzzahs must also be expressed to the members of my Ph.D cohort with whom I have shared ideas, worries, concerns and successes over the five years we have been together.	0	1	0	0	0	0	0	0	1	0	0
Thank you, my mentor, for accepting the role of being my dissertation chair, for inviting me to be a member of the Visual Thinking Lab, and for our conversations about photography, information science, and your memories about Manchester, NH.	1	0	0	0	0	0	0	0	0	1	0
I am especially indebted to committee member Dr. Anthony Fleming, who was the first to identify the need for my current study after a final paper in a course he taught; he provided the needed support throughout the entire dissertation process.	1	0	0	0	0	0	0	0	1	0	0
In addition, a big thank you to my fellow doctoral students, cohort 18”for their support, feedback, and friendship; to my excellent professors for their subject matter expertise, and who challenged me to think critically and outside the box; to my mentors Dr. Theresa delTufo and Dr. Annie E. C. Norman for their encouragement, support, feedback, and for accepting nothing less than completion of this project; to the great and supportive staff of Wilmington University; to the librarians and information specialists that I have worked and interacted with in Delaware and around the nation for their feedback, support, and their strength and dedication to the library profession.	0	0	0	0	0	0	0	1	0	1	0
 Friends and loved ones, thank you for being there.	0	1	0	0	0	0	0	0	0	1	0
A special thank you goes out to Dr. Butler for committing to help me even through retirement.	1	0	0	0	0	0	0	0	0	1	0
Without him, I would not be where I am or who I am.	0	0	0	0	0	0	0	1	0	1	0
Professor MF Lynch, Professor of Information Science at the University of Sheffield who supervised this work and whose guidance and enthusiasm throughout this study have been a lasting encouragement.	1	0	0	0	0	0	0	0	0	0	1
I have nothing but genuine gratitude.	0	0	0	0	0	0	0	1	1	0	0
Officers of the Iowa Educa­ tional Media Association, and the Iowa Library Association and staff members of the Special Collections Department of the University of Iowa Libraries, of the State Library and of the Iowa State Edu­ cation Association were particularly helpful in allowing and assisting in the use of their files.	0	0	0	0	1	0	0	0	0	1	0
You've been a wonderful mentor.	1	0	0	0	0	0	0	0	1	0	0
To name everyone who contributed in some way to this dissertation would take a document as long as the study itself.	0	0	0	0	0	0	0	1	0	1	0
It is an honor to have Dr. Anu Vedantham and Dr. Joe Mazza as committee members on this journey.	1	0	0	0	0	0	0	0	0	1	0
Dr. Bruce Bennion, Dr. Edward Kazlauskas, and Dr. Steven Chwe offered guidance and constructive criticism which greatly improved the i! dissertation.	1	0	0	0	0	0	0	0	0	1	0
To my love, soul mate, and husband, Abdallah Aljomiha.	0	1	0	0	0	0	0	0	1	0	0
I would like to express my deep gratitude to Dr. Lowell A. Martin and Dr. Phyllis Dain, my dissertation advisors, for their scholarly gui­ dance in this endeavor.	1	0	0	0	0	0	0	0	0	1	0
Dr. Rebecca Bustamante, my committee chairperson, was a huge inspiration to me, never failing to lift my spirit and encourage me whenever I waivered.	1	0	0	0	0	0	0	0	1	0	0
They made this research possible through their participation.	0	0	0	0	0	0	0	1	0	0	1
Thanks for letting me know I don't have to be perfect and that I could do it.	0	0	0	0	0	0	0	1	0	1	0
Appreciation is also due other members of the dissertation committee (Dr. David Clark, Dr. David Kaser, Professor Clayton Shepherd, and Dr. George Whitbeck) for their helpfulness, understanding, and friendship.	1	0	0	0	0	0	0	0	0	1	0
My thanks also to Mrs Mary Popp of the Graduate Library School Library for special privileges granted in the use of needed materials.	0	0	0	0	1	0	0	0	0	1	0
I wish to express heartfelt gratitude to my committee members who were more than generous with their expertise and their precious time: Dr. John Budd and Dr. Denice Adkins, who co-chaired the committee, and Dr. Jenny Bossaller and Dr. Lloyd Barrow, who also spent numerous hours reading, critiquing, and encouraging me in my work.	1	0	0	0	0	0	0	0	1	0	0
I am grateful for the support of my family and friends throughout this process, with a special thanks to Manuel Martinez-Lavin.	0	1	0	0	0	0	0	0	0	1	0
A special note of thanks is extended to Dr. Tom L. Martinson for accepting an invitation to be on the committee after my oral and written exams, and dissertation topic had been approved.	1	0	0	0	0	0	0	0	0	1	0
I am amazed by their creative potential, thoughtfulness, and enthusiasm for learning.	0	0	0	0	0	0	0	1	1	0	0
UNLV Libraries Dean Patricia Iannuzzi was supportive from the first time I announced my intention to pursue the PhD in 2005.	1	0	0	0	0	0	0	0	0	1	0
It takes a village to support any serious research undertaking, and this project is no exception.	0	0	0	0	0	0	0	1	0	0	1
I would also' like to thank Dr. hen Schubert apd Dr*. S. Cabay for their advice and help during various stages of the thesis..	1	0	0	0	0	0	0	0	0	1	0
My participants also shared their time during a busy time of the semester, and I am very grateful for their generosity.	0	0	0	1	0	0	0	0	1	0	0
Without the cheerful and willing assistance of the co-advisors, the dissertation could not have been written.	1	0	0	0	0	0	0	0	0	1	0
Thank you to Jennifer Andrews, Deanna Beattie, Lauren Wallace, and the doctoral program committee for all the behind-the-scenes support that makes things like this happen.	1	0	0	0	0	0	0	0	0	1	0
My boyfriend is one of those people.	0	1	0	0	0	0	0	0	0	0	1
Bringing up the topic of committees with doctoral students often leads to cries of woe.	0	0	0	0	0	0	0	1	0	0	1
I'm grateful to Professor Dorothy Kidd who showed me what real academic care for social justice looks like, Kyoko Sato who made me laugh and kept me company deep into the night, and my writing group members Morgan Ames, Lilly Irani, and Daniela Rosner who provided moral support and a community off of which to bounce ideas.	1	0	0	0	0	0	0	0	1	0	0
I've learned a lot from Professor Ken Armstrong and FSU's Program in Interdisciplinary Computing team, not only about teaching skills, but also having a positive attitude toward innovations.	1	0	0	0	0	0	0	0	0	1	0
The help I received from Diane and Laura is the reason that Chapter 4 of this thesis exists in its current form.	1	0	0	0	0	0	0	0	0	1	0
The author would like to express his sincere appreciation of the help he received from the members of his dissertation committee, Dr. Doris C. Dale, Chairman, Dr. Arthur L. Aikman, Dr. Gordon K. Butts, Dr. Fred H. Jurgemeyer, and Dr. Thomas 0. Olson.	1	0	0	0	0	0	0	0	0	1	0
Thank you to Jonathan Furner for supporting my work since I arrived at UCLA in 2009.	1	0	0	0	0	0	0	0	0	1	0
Thank you for your advice, your wisdom, your strength and, above all else, your love.	0	0	0	0	0	0	0	1	1	0	0
Dr. Hastings provided invaluable insights into the research process, encouraged an exploratory spirit, and kept me on an even keel throughout the journey.	1	0	0	0	0	0	0	0	0	1	0
I'd also like to thank the professors who gave me invaluable feedback on the initial drafts of my proposal and helped me grapple with research data: Dr. Stephanie Levin, Dr. Marilyn Tinari, and Dr. Sherry Coleman.	1	0	0	0	0	0	0	0	0	1	0
The investigator is greatly indebted to a number of people whose time and thoughtfulness made this study possible.	0	0	0	0	0	0	0	1	1	0	0
There are many who have supported me throughout my doctoral program”too many to list.	0	0	0	0	0	0	0	1	0	1	0
My dissertation would not be finished without James Jacobs who is my friend, partner, and comrade.	0	1	0	0	0	0	0	0	1	0	0
The author is indebted to the Administration of Mississippi State University for a year's sabbatical leave and to a wonderful staff who have performed their duties so effectively during this course of study.	1	0	0	0	0	0	0	0	1	0	0
His many feadings of earlier drafts- and his suggestions on writing style were most helpful.	0	0	0	0	0	0	0	1	0	1	0
I am indebted Â to Â the Â Dean's Â Office Â for Â help Â in Â handling Â the Â exam, Â presentation, Â and Â writing Â processes Â across continents, and for facilitating an exchange with National Taiwan Normal University in 2006.	0	0	0	0	0	0	0	1	0	1	0
Thank you for making Philly feel like home.	0	0	0	0	0	0	0	1	0	1	0
I would like to thank all the many loyal family, friends, and colleagues who supported me through this process and never gave up on me actually finishing this dissertation.	0	1	0	0	0	0	0	0	1	0	0
Now that this challenge has been conquered, I'm looking forward to more family game nights and relaxing free time with all of you.	0	0	0	0	0	0	0	1	0	1	0
I am grateful also to the following individuals for the help, guidance and patience they provided me while writing this dissertation: Dr. Sheldon Stryker of the Department of Sociology at Indiana University.	1	0	0	0	0	0	0	0	0	1	0
To all my colleagues and friends, especially Ahmad J. Alanbaei, thank you for your encouragement and for the continuous conversations about the uses of photographs in social media.	1	0	0	0	0	0	0	0	0	1	0
Thank you, Dr. Boverie.	0	0	0	0	0	0	0	1	0	1	0
I also thanked to Mr. Faizuddin Harliansyah (UIN Maliki), Mr. Amrullah Hasbana (UIN Syarif Hidayatullah), Mr. Mansur Sutedja (Sepuluh Nopember Institut of Technology),, Mr. Rudi Santoso from STIKOM Surabaya, Mr. Sirojul Arifin (IAIN Sunan Ampel), and Mrs. Wahyu Praptini (Diponegoro University) who have permitted me to do this study in their libraries.	0	0	0	0	1	0	0	0	0	1	0
To Professor Kate Williams for her to-the-point challenges and forthright dedication to defining the field of community informatics.	1	0	0	0	0	0	0	0	0	1	0
To my own cadre of principals who have facilitated my growth and that of our library: Deborah Asher, Jennifer Strauser, and AnnMarie Gilman.	1	0	0	0	0	0	0	0	0	1	0
I was able to broaden by horizon through the iv	0	0	0	0	0	0	0	1	0	0	1
Most of all, I thank the faculty who tolerated, but rescued me from dithering and depression.	0	1	0	0	0	0	0	0	0	1	0
Rebekah, you asked me some of the most difficult and insightful questions.	0	0	0	0	0	0	0	1	0	0	1
The course of study leading to the degree would not have been undertaken without the financial assistance provided by the Graduate Library School through the Higher Education Act Title II-B Fellowship Program.	0	0	0	0	0	1	0	0	0	0	1
With fondness, I recall her high energy and engaging leadership during a university-sponsored trip to Costa Rica in 2012.	1	0	0	0	0	0	0	0	1	0	0
Your advice and encouragement were always welcome and I cannot thank you enough for all the hard work that you put into this in order for me to achieve the level of excellence for which I was aiming.	1	0	0	0	0	0	0	0	1	0	0
It is impossible to thank everyone who, in some way, gave their encouragement or lent their support to this endeavor.	0	0	0	0	0	0	0	1	1	0	0
I would like to express my sincere gratitude to my committee chair, Professor Robert Keim, for his valuable guidance and unfailing encouragement throughout the process.	1	0	0	0	0	0	0	0	1	0	0
The University of Wisconsin Press and the Minnesota Historical Society for granting permissions to reprint the maps from Wisconsin's Past and Present and Northern Lights: The Stories of Minnesota's Past (revised second edition).	0	0	0	1	0	0	0	0	0	0	1
Finally, to no one else does the author owe a greater debt than to his wife, Sue.	0	1	0	0	0	0	0	0	1	0	0
The researcher also thanks Dr. Martha Boaz, com­ mittee chairman, and Dr. Thomas Shaughnessy, Dr. Dennis Thomison, and Dr. John Gerletti, committee members, for their constructive advice and guidance without which this research could not have been completed.	1	0	0	0	0	0	0	0	0	1	0
I should like to express my deep sense of gratitude to the many people who helped me in one way or another with this dissertation.	0	0	0	0	0	0	0	1	1	0	0
Ishouldliketoexpressmyappreciation to the other committee members, Dr. Sheila Feichtner, Dean Thomas Galvin, Dr. Patrick Pehland, and Dr. Frank Sessa, who gave guidance and direction through the proposal, the research, and the writing phases of the dissertation.	1	0	0	0	0	0	0	0	0	1	0
Thank you Dr. Julie Armstrong and Dr. Maria Brahme for agreeing to serve on my committee.	1	0	0	0	0	0	0	0	0	1	0
Words cannot describe my love and gratitude for my husband, Will, who constantly supported me, encouraged me, and believed in me as well as my research.	0	1	0	0	0	0	0	0	0	0	1
I would like to thank Dr. T. H. Tslen for his help and guidance in the writing of this paper.	1	0	0	0	0	0	0	0	0	1	0
Dr. Barbara Moran, thank you for being a trusted mentor and friend since my first days in the School of Information and Library Science.	1	0	0	0	0	0	0	0	0	0	1
The journey to my Ph.D. has been an always challenging, sometimes frustrating, ultimately rewarding learning experience.	0	0	0	0	0	0	0	1	0	1	0
I also owe immense gratitude to my other committee members, Dr. Judith Nelson and Dr. Holly Weimar.	1	0	0	0	0	0	0	0	1	0	0
I work with two women in a busy school/public library who daily serve hundreds of students and public patrons with compassion, levity, and tremendous energy: I admire you both, Risa Ashley and Sandy Martin.	0	0	0	0	1	0	0	0	1	0	0
My thanks are extended also to the librarians who participated in this study and without whom this study could not have been done.	0	0	0	1	0	0	0	0	0	1	0
I would also like to extend my appreciation to my PhD faculty committee members Dr. Meredith Weiss, Dr. Clifford Butler, and Dr. Glenn Bottomly - this work developed in an atmosphere of abundant support, wise academic counsel, and thoughtful scholarly criticism.	1	0	0	0	0	0	0	0	1	0	0
Finally, I would like to acknowledge my family and loved ones.	0	1	0	0	0	0	0	0	0	1	0
An especial thanks is extended to Mrs. Margaret Simpson who typed this manuscript.	0	0	1	0	0	0	0	0	0	1	0
I am immensely grateful to the many people who guided and encouraged me through the journey.	0	0	0	0	0	0	0	1	1	0	0
To Dr. Mary Kay Biagini from the University of Pittsburgh, I thank you for your guidance and contributions to my work.	1	0	0	0	0	0	0	0	0	1	0
Bob and Sally, my parents, what can I say to you both that I have not already said?	0	1	0	0	0	0	0	0	0	1	0
Other individuals in the Reading Department at TWU contributed to my endeavor by positive, confirming comments and inquiring words of encouragement.	1	0	0	0	0	0	0	0	0	0	1
To my committee members: thank you for your insights, your perspectives, and your patience.	1	0	0	0	0	0	0	0	0	1	0
Many thanks, also, to Dr. Rebecca Barnhouse, Dr. Steve Brown, Dr. Betty Greenway, Dr. Megan Isaac, Dr. Wendy Kasten, Dr. Anthony Manna, Dr. Hugh Thomas McCracken, Dr. Nancy McCracken, Dr. Virginia Monseau, Dr. Gail Okawa, Dr. Dolores Sisco, and Dr. Linda Strom.	1	0	0	0	0	0	0	0	0	0	1
Funds for this study were provided by Joint Services Electronics Program at the Coordinated Science Laboratory, Dr. Robert Chien, Director, of the University of Illinois.	0	0	0	0	0	1	0	0	0	0	1
Thanks also go to Dr. Delmus Williams for his limitless patience, thorough the reading of my early work and ever thoughtful suggestions.	1	0	0	0	0	0	0	0	0	0	1
The high school principals who supported the participation of their students and assisted with many of the organizational details within their buildings; Martha E. Merten, who, as a good friend, walked many an extra mile to lend me moral support; Dr. Thomas W. Downen, Dr. Helen Lloyd, and Dr. G. Sutherland Hayden who not only gave of their time, but also demonstrated their interest in many ways; and last, but not least, Dr. Kenneth E. Vance, who served as committee chairman and major advisor and whose unflag­ ging patience, enthusiasm, support, and kindness will always be appreciated.	1	0	0	0	0	0	0	0	1	0	0
It's amusing how much we can transform in just a few years.	0	0	0	0	0	0	0	1	0	1	0
The researcher wishes to express her appreciation to both for their help as well as to the other members of her doctoral committee: Professors Walter C. Allen, Donald W. Krummel and Anthony M. Pasquariello.	1	0	0	0	0	0	0	0	0	1	0
Without Professor Wolke’s comments and helprthis report would never have been1completed, I thanX Mrs, J.Salamy for her excellent typing of this thesis.	1	0	0	0	0	0	0	0	0	0	1
You put up with all the times Mom was œworking on stuff or had to go to class, but I hope that this helps you realize that you can achieve whatever you want in life.	0	1	0	0	0	0	0	0	0	0	1
It is a pleasure to work with Clement as he has been able to provide an excellent research environment and has always kept his doors open for us (literally too!) .	1	0	0	0	0	0	0	0	0	0	1
Without the help of these institutions this study would not have been possible.	0	0	0	0	0	0	0	1	0	1	0
Her insights, critiques, and encouragement enabled me to develop a greater understanding of the subject; she made substantial contributions throughout my research.	1	0	0	0	0	0	0	0	0	0	1
You are a great crew of people to work with and I'm truly grateful for all that I have learned here and the friendships I've made.	0	0	0	0	0	0	0	1	1	0	0
Thank you Dr. Sandra Hughes-Hassell, for providing expert guidance and just the right amount of oversight.	1	0	0	0	0	0	0	0	0	1	0
Angela Panuska, thank you from the bottom of my heart.	0	0	0	0	0	0	0	1	1	0	0
Rather than allowing me to retreat behind my apprehensions on that trip, she compelled me, in a noncritical way, to confront them and to enjoy the journey.	0	0	0	0	0	0	0	1	0	0	1
I would like to thank the friends and family who have supported me through my journey for a second graduate degree.	0	1	0	0	0	0	0	0	0	1	0
To Kenneth A. Lohf and his staff in the Columbia University Rare Books and Manuscripts Libraries I shall always be grateful.	1	0	0	0	0	0	0	0	1	0	0
I am grateful to all of the faculty, staff and doctoral students in the Graduate School of Library and Information Science (GSLIS) at the University of Illinois at Urbana-Champaign.	1	0	0	0	0	0	0	0	0	1	0
Especially helpful were Sir Frank Francis, Mr. Bentley Bridgewater, Miss Olive Oldfield, Miss Linda Boxell, Mr. Ian Willison, Mr. R. J. Roberts, Dr. Dennis Rhodes, Mr. George Fainter, Mr. Howard Nixon, Mr. A. H. King, Dr. Helen Wallis, Mr. Edward Miller, Mr. A. H. Chaplin, and the late Dr. Cecil B. Oldman.	1	0	0	0	0	0	0	0	0	1	0
Each made useful suggestions for revisions based on careful reading of the manuscript.	0	0	0	0	0	0	0	1	0	1	0
I want to thank my thesis chair, Dr. Anthony Bernier, for his steadfast encouragement throughout the process of conducting my literature review and completing my research.	1	0	0	0	0	0	0	0	0	1	0
I gratefully acknowledge the contributions of Dr. Marian Gibney, my dissertation adviser.	1	0	0	0	0	0	0	0	0	1	0
It was also the product of a series of fortunate encounters with people who changed the course of my career.	0	0	0	0	0	0	0	1	0	1	0
Special thanks are due to my principal advisor, Dr. Russell E. Bidlack, Dean of the Library School, who found time amid his many duties to offer constant encourage­ ment and advice.	1	0	0	0	0	0	0	0	0	1	0
Thank you so much to the members of my committee, Dr. Solomon, Dr. Pearson, and Dr. Tu-Keefner.	1	0	0	0	0	0	0	0	0	1	0
My experiences with this committee have better prepared me for a research career across a broad variety of settings.	1	0	0	0	0	0	0	0	0	0	1
I would like to extend a special thanks to the participants in this study.	0	0	0	1	0	0	0	0	0	1	0
I was able to write this dissertation and earn my PhD due to the support of my family, friends, teachers, and colleagues.	0	0	0	0	0	0	0	1	0	1	0
I would also like to acknowledge the assistance of the technology department at my research site.	1	0	0	0	0	0	0	0	0	1	0
Dr. Chaddock, I will forever be grateful for the contribution you've made to my academic life.	1	0	0	0	0	0	0	0	1	0	0
i *- Xn' addition Andreas J. Kowaliw, William B. Clipsham and M.P. Brown were of considerable .assistance in .formulating the ideas contained on the thesis.	1	0	0	0	0	0	0	0	0	0	1
Your open ears and smiles for my own enthusiasm never went unnoticed.	0	0	0	0	0	0	0	1	1	0	0
Special thanks to Carla Tracy and Ken Brill who helped me connect with participants, navigate the campus culture, locate documents, and provide thoughtful insight into this work.	0	0	1	0	0	0	0	0	0	1	0
The members of my Committee, Dr. Harty Mokros, Dr. Claire McInherney and Dr. James Matarazzo have also provided excellent feedback and maintained high academic standards which set and kept the effort going.	1	0	0	0	0	0	0	0	0	1	0
I would also like to thank LuAnn Gingerich for the time she cheerfully spent in proofreading this thesis.	0	0	1	0	0	0	0	0	1	0	0
I am also grateful for the support of current and former GSLIS faculty, particularly Pauline Cochrane, Leigh Estabrook, Bonnie Mak, Kate McDowell, Rae-Anne Montague, and Linda Smith.	1	0	0	0	0	0	0	0	0	1	0
I am indebted to Dr. B. Flavian Udinsky, my advisor, who has advised and encouraged me throughout my doctoral program.	1	0	0	0	0	0	0	0	0	1	0
There are many people I wish to thank for their support, guidance, and humor throughout my doctoral program.	0	0	0	0	0	0	0	1	0	1	0
Difficulties encountered during this research in­ cluded the following: the obvious handicap of living and working several hundred miles from Nashville, the city whose libraries hold most of the primary source materials; the unavailability of some materials and the wide scatter­ ing of others; and the nonexistence of many official records because of destruction by fire, flood, war, or office housecleaning.	0	0	0	0	0	0	0	1	0	0	1
They welcomed my quirky ideas and helped me live out the mission of this research by practicing collaboration between student affairs and libraries on a daily basis.	0	0	0	0	1	0	0	0	0	0	1
Plus, they make work a lot of fun!	0	0	0	0	0	0	0	1	1	0	0
I dedicate all that I have learned and accomplished to His glory.	0	0	0	0	0	0	1	0	0	1	0
I am lucky to have colleagues like Seth, Stacy, Roderic, Marika, and Rob who let me interrupt happy hour with my dissertation-related questions.	0	1	0	0	0	0	0	0	1	0	0
Finally, the sustained support andr encouragement by Dr. Vaira Freibergs of University de Montrtial is appreciated, as well as her va­ luable comments on the manuscript, which helped greatly to improve its t, jv organisation and its style.	1	0	0	0	0	0	0	0	1	0	0
Dr. Claire McInerney has shared her knowledge and expertise in the area of this study.	1	0	0	0	0	0	0	0	0	0	1
Shawne, thank you for posing great questions and challenging me, but most of all I appreciate your willingness to drop everything to answer my questions or to check up on me.	0	1	0	0	0	0	0	0	1	0	0
The study was outlined, developed and completed under his direction.	1	0	0	0	0	0	0	0	0	0	1
Thank you for being the initial confirmation that I could and would complete this task.	0	0	0	0	0	0	0	1	0	1	0
His constructive suggestions contributed to the improvement of the study.	1	0	0	0	0	0	0	0	0	1	0
Special thanks are due to the Special Collections & Archives Research Center of The Valley Library at Oregon State University and its staff, led by Larry Landis and Anne Bahde, for providing me with full access to the Gradual, including a complete set of digitized images.	0	0	0	1	0	0	0	0	0	1	0
Without her guidance and persistent help this dissertation would not have been possible.	0	0	0	0	0	0	0	1	0	1	0
Had I not had an opportunity to be taken under the wings of Joe Akob and Jill Harper at East Stroudsburg University, I wouldn't have pursued a career in higher education.	1	0	0	0	0	0	0	0	0	1	0
I also would like to acknowledge Dr. Kenda Lentz and Dr. Russell Huizing for advice and support.	1	0	0	0	0	0	0	0	0	1	0
Completing this dissertation would not have been possible without them.	0	0	0	0	0	0	0	1	0	1	0
Bloomington will be deeply cherished as the most special place in my life because of all my advisors, colleagues and friends that I met there.	0	1	0	0	0	0	0	0	1	0	0
May we one day find ourselves grey-haired and sitting at Taix having a 4:00 PM dinner.	0	0	0	0	0	0	0	1	0	0	1
My heartfelt gratitude goes to Dr. Katherine Chaddock, who not only served as chair of my dissertation committee but also as mentor, advisor and guide throughout my entire doctoral program of study.	1	0	0	0	0	0	0	0	1	0	0
Dr. Myers-Shirk provided great advice on how begin research on a historical trend that is currently taking place.	1	0	0	0	0	0	0	0	0	1	0
At the completion of a dissertation, a degree is awarded to its writer.	0	0	0	0	0	0	0	1	0	0	1
"I wish to record my great appreciation for Dr. R.A.""Rink • career. — ^ This study was supported in part by the National Research : • „ 'x ."	0	0	0	0	0	0	0	1	0	1	0
And, thanks, too, to my boys, Nick and Eli, who wondered if I would ever finish this œbook report. And, finally, much credit is due to my loving husband, Wes Welch, for his constant support, not to mention everything, and I do mean everything, he took care of while I was studying or writing.	0	1	0	0	0	0	0	0	1	0	0
Cal continually kept an open mind as I talked through various ideas and strategies, providing structure and endless suggestions for sculpting a dissertation topic out of vague connections of interest.	1	0	0	0	0	0	0	0	0	1	0
Her indefatigable patience and diligent encouragement did much to make this study possible.	0	0	0	0	0	0	0	1	0	1	0
I also am indebted to the work and advice of the other members of my doctoral committee: Dr. Bill Akey, Dr. Charisse Gulosino, Dr. Adam Walker, and Dr. Wendy Griswold.	1	0	0	0	0	0	0	0	0	1	0
First, I must thank Joanne Johnson for instilling the idea in me to take on this enterprise.	1	0	0	0	0	0	0	0	0	1	0
Cathy Zimmer offered her statistical expertise and friendship, and she always encouraged my academic development.	1	0	0	0	0	0	0	0	0	1	0
A special sense of gratitude is expressed to Professor Frank B. Sessa, the Major Advisor, for the great deal of patience and insight with which he guided the researcher through the dissertation work.	1	0	0	0	0	0	0	0	1	0	0
I would also like to thank Dan for his insights on statistics and life, Ross for his enthusiasm for my work coupled with his suggestions to refine it, and Lynn for helping me grow as a researcher.	1	0	0	0	0	0	0	0	0	1	0
You supported me greatly and were always willing to provide that shot in the arm.	0	0	0	0	0	0	0	1	1	0	0
First, I want to thank God because He made it possible for me to embark on this incredible journey.	0	0	0	0	0	0	1	0	1	0	0
We need more scholars of Dan's caliber in higher education.	0	0	0	0	0	0	0	1	0	1	0
Paul Kam helped in the preparation of the manuscript fop a paper that is based on some of the results contained in this thesis.	1	0	0	0	0	0	0	0	0	0	1
To my teachers and colleagues Dr. S. Brent Morris and Arturo de Hoyos, I am most appreciative of your endless editing of my writing and countless hours of instruction in the philosophy of Freemasonry.	1	0	0	0	0	0	0	0	1	0	0
I am glad teachers like you exist.	0	0	0	0	0	0	0	1	0	1	0
Theresearcher gratefully acknowledges the regular conference periods, during which she learned something new or came to see an ideainanewperspective, Inadditiontorecommending titles of works that might be useful, Mr, Libbey lent the writer his own copies of two novels analyzed in the datachapter.	1	0	0	0	0	0	0	0	0	1	0
These include Janet Kaya Weaver for transportation and Marjorie Williamson for transcription services.	0	0	0	0	0	0	0	1	0	0	1
Dr.A.Malawany, who acted as the author's councillor during Dr. Levine's sab­ batical, provided numerous comments and suggestions #hich in­ fluenced the scope of the work.	1	0	0	0	0	0	0	0	0	0	1
As chairman of both my advisory and research committees, Dr. Kaser portrayed a genuine sense of concern and helpfulness, and provided needed assistance and guidance during the course of this study.	1	0	0	0	0	0	0	0	0	1	0
Finally, I am most thankful for the enthusiasm, patience, and labor my husband supplied during the completion of this project.	0	1	0	0	0	0	0	0	1	0	0
Mark Campbell provided statistical help many times when I was getting started and without that help I may still	0	0	1	0	0	0	0	0	0	0	1
The obvious place to start in giving thanks is to my dissertation committee, who provided support, encouragement, and advice throughout the process.	1	0	0	0	0	0	0	0	0	1	0
Valuable suggestions were made by the members of my defense corranittee—Dean Richard Darling and Drs. Jack Dalton, Jane Hannigan and Kathleen Molz—as well as by Harry Karetzky and Dr.Eleanor Colton.	1	0	0	0	0	0	0	0	0	1	0
I want to give special thanks to Dr. Rolland Stevens for his interest and enthusiasm, which greatly contributed to the progress of this dissertation.	1	0	0	0	0	0	0	0	1	0	0
Dr. Paul Solomon, you marshaled my journey with finesse and provided much appreciated feedback.	1	0	0	0	0	0	0	0	0	1	0
I witnessed first-hand the transformation occurring within the media world from the perspective of both avid consumer and professional producer.	0	0	0	0	0	0	0	1	0	0	1
As I complete this dissertation, I wholeheartedly thank my dissertation chair, Dr. Samantha K. Hastings for her indispensable guidance and support throughout my research.	1	0	0	0	0	0	0	0	1	0	0
Now, I write with my heart and soul.	0	0	0	0	0	0	0	1	0	0	1
