year	sentence
2016	Also, thank you so much for providing me with endless encouragement as I collected data for my study at USC-Columbia.
2016	I offer my utmost gratitude to archivists at The South Caroliniana Library (especially Graham Duncan and Brian Cuthrell), Elizabeth Sudduth, The Irvin Department of Rare Books and Special Collections staff at USC-Columbia.
2016	A special thank-you also goes to Steven Fullwood, Tal Nadan, staff at the New York Public Library’s Schomburg Center for Research in Black Culture and Stephen A. Schwarzman Building.
2016	Thank you so very much to my library and information science mentors (especially Joyce M. Durant, Harriet Green, Dr. Binh Le, Katherina Lee, Raymond Pun, and Joyce Wright).
2016	Thank you so much to faculty, staff and students at USC-Columbia, HGSE, and UIUC’s College of Education and Graduate School of Library and Information Science.
2016	Thank you to my dear friends, colleagues, and supporters across the globe, including: Anthonia Ahonsi, Penny Ames, Derek Attig, Amani Ayad, Roy Brooks, Vandella Brown, Suzanne Cade, Dr. Cooke, Robin Copp, Naomi Coquillon, Tracy Drake, Omar Eaton-Martínez,  v   Meg Edwards, Danielle Forbes, Aisha Conner-Gaten, Jill Gengler, Jessica Gourdine, Meseret Hailu, Christa Hardy, Janice Harrington, Charlisa Hart, Tamara Hoff, Derek Houston, Sujin Huggins, Sharon Johnson, Lydiah Kiramba, Tony Laing, Karla Lucht, Lisa Massanisso, Dr. McDowell, Debarah McFarland, Ezella McPherson, Nancy O’Brien, Cornelia L.A. Paliama, Dinh Phan, Perzavia Praylow, Britni Puryear, the Radjamin family, Dr. Smith, Mi Yun Suh, Dr. Tilley, Dr. Vickery, Dr. Welton, Mrs. Lucille White, Jackie Bunn White, DeAnza Williams, Doug Williams, Dr. Williams, Dr. Wolske, Louise Womble, and others that are too numerous to name who have profoundly impacted my spiritual, intellectual and professional development.
2016	I am tremendously grateful to Augusta Baker’s son for his warmth and willingness to speak candidly with me, for the precious gift of his time, and for granting me his blessing to research his mother.
2016	I also express my sincerest appreciation to my UIUC writing group members (Neet Bajwa, Michelle Castro, Rejane Dias, Juan Gerardo, Sari Hunt, Shana Riddick, Gabriel Rodriguez, Pasha Trotter, and Robert Wallon) and Augustus Hallmon.
2016	A huge thank-you to The Church of the Living God (TLC) and TLC N-God Ministries Bible study group in Champaign, Illinois; Stone Creek Church in Urbana, Illinois; Bible Way Church of Atlas Road in Columbia, South Carolina; and Bethel A.M.E. Church in Britton’s Neck, South Carolina.
2016	Thank you to the Bill and Melinda Gates Foundation, UIUC Graduate College, and the PEA community.
2016	A special thank-you goes to Dr. Sami Atif, Peter and Grace Anderson, Sarah Anderson, Marilyn Bott, Lara Bradford, Tyler Caldwell, Khadijah Campbell, Marilyn Chew, Andrew Gatto, Melinda Dolan, Peter Frank, Shanna Hines, Catherine Holden, Lula Jebari, Becky Moore, Tad Nishimura, Peter Nelson, Willie Perdomo, Rosanna Salcedo, Dr. Erik Wade, Ron Kim, Beth Rohloff, Chris Roy, Gail Scanlon, Ethan Shapiro, Kathryn Lennon-Walker, Thomas  vi   Wharton, Dr. Ellen Wolff, Class of 1945 Library, PEA English Department, PEA Thursday Christian Prayer Group, PEA Transitions, and innumerable others who believed in me, my abilities, and my scholarship.
2016	Thank you all.
2016	Ephesians 3:20 New International Version (NIV) “Now to him who is able to do immeasurably more than all we ask or imagine, according to his power that is at work within us”  vii
2016	ACKNOWLEDGEMENTS Working on this thesis has been a wonderful journey with the support of many influential people.
2016	Firstly, I would like to thank Keven Jaffery, a librarian at San Diego State University.
2016	He has been equally passionate about web, iOS, and android development projects.
2016	I am grateful to him for providing his valuable guidance and support throughout this journey and giving me an opportunity to challenge my abilities as a software developer.
2016	I would like to acknowledge Professor Carl Ekberg for guiding me in my work and encouraging me to work on a project which will help the students, faculties and staff to access the resources of the library through their fingertips.
2016	He has been extremely helpful to me in providing a lot of support and guidance throughout the thesis.
2016	I would also like to acknowledge Professor Alan Riggins, Department of Computer Science and Professor T. Mark Dunster, Department of Mathematics and Statistics for being a part of this journey by being in my committee.
2016	Acknowledgments
2016	ACKNOWLEDGEMENTS This dissertation would not have been possible without the guidance of four scholars who served on my dissertation committee.
2016	My heartfelt gratitude goes to Dr. Katherine Chaddock, who not only served as chair of my dissertation committee but also as mentor, advisor and guide throughout my entire doctoral program of study.
2016	Dr. Chaddock, I will forever be grateful for the contribution you’ve made to my academic life.
2016	I would like to express my special appreciation to Dr. Christian Anderson, Dr. Kent Cubbage, and Dr. Jim Hudgins for their interest in my work and their service on my committee.
2016	Each one of these professors provided meaningful insight and recommendations to add strength and credibility to this study.
2016	Though this dissertation is an individual work, several people gave me assistance, encouragement, insight, and valuable perspectives.
2016	Thank you to Marguerite Adams, Susan Bridwell, Chris Byrd, Carolyn Champion, Jeff Farnham, Dr. Lacy Ford, Dr. Bill Hogue, Kimberly Keen, Becky Mayo,  iv   Keith McGraw, Dr. Tommy Meador, Elna Moses, Dr. John Oslgaard, Dr. Don Rieck and Wilma Sims.
2016	The staff of Distributed Learning Support Services at the University of South Carolina encouraged me and provided daily lenses, through which I could view exemplary models of service to distance education faculty and students.
2016	I am grateful for their dedication and service to our faculty and students.
2016	My parents David and Linda Adams gave me unconditional love and support.
2016	I wish more than anything I could hand Dad a copy of this work.
2016	He would be a very proud father.
2016	Words cannot express how grateful I am to my children, Bethany Calabrese and Caleb Adams.
2016	They loved and encouraged me every step of the way.
2016	They are truly two amazing gifts from God and the greatest honor in the world for me is being their Pops.
2016	Finally, my deepest debt of gratitude is owed to my wife, Michelle.
2016	She stood beside me through this entire academic journey and blessed me with daily doses of encouragement and love.
2016	Over the last year, virtually no day went by without her demonstrating to me her constant and unyielding support.
2016	v
2016	ACKNOWLEDGEMENTS I am immensely grateful to the fifteen participants who contributed their time and perspective over the course of fifteen months to participate in this research study.
2016	Their particular insights and lived experiences were essential components in telling this story.
2016	This dissertation would not have been possible without the guidance, advice, and patience of my advisor, Dr. Christopher (Cal) Lee.
2016	Cal continually kept an open mind as I talked through various ideas and strategies, providing structure and endless suggestions for sculpting a dissertation topic out of vague connections of interest.
2016	Simply put, Cal made me a better writer, editor, and researcher.
2016	I am grateful for his support and guidance.
2016	I am also extraordinarily lucky to have been able to assemble a superior group as my committee members: Matthew Kirschenbaum, Sandra Hughes-Hassell, Ryan Shaw, and Helen Tibbo.
2016	Your careful attention and feedback at different points in this process were essential contributions.
2016	Thank you to SILS faculty member Diane Kelly for providing methodological guidance early-on.
2016	I’d also like to thank my good friend and colleague, Kaitlin Costello, for endless support, timely feedback, and simply “just getting it.” Friends and loved ones, thank you for being there.
2016	I could not have done this without you.
2016	vi
2016	ACKNOWLEDGEMENTS  The advancement of this study was made possible through the support of my committee members and director.
2016	I would like to thank Dr. Ann Allen, Dr. Maureen Furr, and Dr. Beth McDonough for their engagement.
2016	A special thanks and recognition to Dr. Brandi Hinnant-Crawford for her dedication, guidance, mentorship, and encouragement throughout this venture as my committee director.
2016	I would like to recognize and thank the following people who have dedicated numerous hours of thoughtful discussion, inspiration, and patient kindness that enabled me to overcome challenges and obstacles that occurred along the way: Dr. Michael Eisenberg, Dr. Alison Head, Dr. Robert Crow, Dr. Anna Wells Bloomer, Cathy DuPre, Dana Harper, Rickie Welch, Christine Efird, Traci Anderson, Debbie Wooden, Chuck Gordon, the TRAILS Project Team at Kent State University, and all the members of my EdD Cohort group at Western Carolina University.
2016	I especially want to recognize all the students, parents, staff, teachers, and personnel at Charlotte-Mecklenburg Schools who worked with me for this research study.
2016	Special thanks to Robert Folk, my principal at Alexander Graham Middle School, for providing coaching and leadership support for this project.
2016	I also greatly appreciate the support of my lead collaborative teachers, school library media specialists, district media curriculum specialist and technology administrator: Laura Mathers, Rhonda Small, Mariam Lackey, Robin Williams, Janet Jones, and Jacob Standish.
2016	Further, resistant spectatorship acknowledges that media is decoded in culturally-situated contexts, and one’s interpretation of a message is necessarily dependent upon their personal identity and lived experiences, including race, gender, class, and sexuality.
2016	Applied to academic librarianship, resistant spectatorship can be extrapolated to information in general instead of simply visual media, in order to gain a better understanding of the deeply contextual nature of students’ engagement with information.
2016	A resistant engagement means that learners should not and do not accept information blindly; students evaluate and
2016	Antwerpen  Faculteit Sociale Wetenschappen  Research and innovation in West Africa: an informetric analysis within the fram ework of the Triple Helix model Onderzoek en innovatie in West-Afrika: een informetrische analyse in het kader van het Triple Helix-model Proefschrift voorgeiegd to t het behalen van de graad van doctor in de inform atie-en bibliotheekwetenschap aan de Universiteit Antwerpen te verdedigen door  Cocou Eustache Megnigbeto  Supervisors  Prof dr. Tim Engels Dr Raf Guns  Antw erp, 2016
2016	ACKNOWLEDGEMENTS I have been fortunate to have the support of many wonderful people over the past five years.
2016	First and foremost, of course, are my adviser and dissertation committee members.
2016	Thank you Dr. Sandra Hughes-Hassell, for providing expert guidance and just the right amount of oversight.
2016	You gave me the ideal adviser-advisee relationship, and I have learned so much from you.
2016	Dr. Barbara Moran, thank you for being a trusted mentor and friend since my first days in the School of Information and Library Science.
2016	Thank you Dr. Ron Bergquist, for sharing your worldview and helping me to understand my own.
2016	Dr. Gigi Taylor, thank you for providing expertise on second-language writing, an area about which I knew little two years ago.
2016	Finally, Dr. Clara Chu, thank you for finding the time in your extremely busy schedule to give feedback that has strengthened my dissertation a great deal.
2016	I am grateful to have had the opportunity to work with all of you.
2016	I want also to express the deepest gratitude to my family  especially my husband, Josiah.
2016	You were patient when I needed patience and pushed me when I needed pushing.
2016	Thank you for your love, support and generosity.
2016	Thank you also to my parents, Richard and Heather Click, who taught me perseverance, accountability, and confidence.
2016	To those that participated in this study  thank you for sharing your experiences.
2016	Your  stories and perspectives were often remarkable and always interesting.
2016	You are an impressive group of students, and I know you will find success.
2016	vi
2016	ACKNOWLEDGMENTS There are so many people to thank, but I’ll start with my deep thanks to my major professor, Dr. Marcia A. Mardis, who is not only an outstanding mentor but also an incredible human being.
2016	Whenever I panicked or began to doubt myself, she always knew exactly what to say to encourage and motivate me.
2016	I could not have made it through this dissertation process without her strong guidance and support.
2016	I wish I could express my thanks to her more eloquently, but all I can really say is that she is truly amazing.
2016	Along with Dr. Mardis, I must thank the other members of my committee: Dr. Melissa Gross, Dr. Don Latham, and Dr. Vanessa Dennen.
2016	Dr.
2016	Gross has been with me since the beginning, serving as instructor for my first doctoral seminar, Research Methods.
2016	Her strength in research and dedication to her students has been an inspiration.
2016	I am grateful for Dr. Latham’s strong and masterful understanding of the English language, which has been a huge help for me while polishing up this dissertation.
2016	My work would not be the same without his tremendous assistance.
2016	I am grateful to Dr. Dennen for her excitement about my work and general cheerleading of my doctoral efforts.
2016	Also, she’s a fellow runner.
2016	Runners are good people.
2016	Finally, I must also thank Dr. Kathy Burnett for her support and guidance throughout my doctoral career.
2016	Is it weird to thank places?
2016	Thank you Catalina Café (especially my favorite barista Micah!
2016	), Fermentation Lounge, and Grasslands Brewing Company.
2016	I spent quite a bit of time in your establishments, drinking your beverages, and writing.
2016	Thank you for allowing me to do that.
2016	There is not enough room on this single page to express all of my thanks to my family and friends.
2016	I would never have gotten this far without their love and constant support.
2016	Thank you to Claire Leary for encouraging me to get my MLIS, become a librarian, and then continue my education.
2016	Claire, I aspire to be the librarian you are.
2016	I am also thankful for my wonderful writing group, Laura-Edythe Coleman, Mikki Smith, and Julia Skinner.
2016	It has been so very rewarding to be surrounded and supported by people slogging through the same writing process.
2016	Having friends with whom I could complain, cheer along, and write has helped me through many tough and frustrating writing periods.
2016	Thank you for being my writing companions.
2016	Thank you also to my fellow doctoral students who provided me with inspiration, motivation, and encouragement since I first entered the doctoral program.
2016	Thank you so very much for being my friends.
2016	iv
2016	acknowledging these processes, I argue, can we come to realize the potential of educational making as a productive force in the world.
2016	ACKNOWLEDGEMENTS
2016	ACKNOWLEDGEMENTS With deepest gratitude to family, friends, cohort, and colleagues, I wish to offer my humble thanks and appreciation.
2016	In addition, professors in the Education Department and the Library Science Department of Sam Houston State University challenged and stretched my thinking and learning beyond what I believed I could accomplish through their excellence in teaching and caring encouragement.
2016	When I needed it most during  this five and one-half year journey, I extend my thanks for your compassion.
2016	To Dr. George Moore, my dissertation chairman, I must extend my deepest appreciation for his constant encouragement, gentle wisdom, and humor.
2016	He never gave up on me.
2016	My committee of Dr. Stacey Edmonson and Dr. Karin Perry must be recognized for their time and expertise committed to by dissertation process, their awesome professional example, and for their positivity.
2016	I would like to recognize the members of Cohort 26, my friends Dr. Janet Fick, Dr. Janie Flores, Rebecca Novotny, Dr. Janie Pickett, and Melanie Wachsmann.
2016	Ladies, you inspire me, made me better than I thought I could be, and helped me through times that were tough, and we celebrated much joy, too.
2016	I can’t wait to see what the future holds for us!
2016	To my friends, especially Kimberley Arnold Parker, thank you for never giving up on me and for being so brave.
2016	My cousins were a huge support for me through this arduous journey.
2016	Vanessa Lilly Hospeti, my sister, I thank for being my biggest cheerleader and believing I could actually accomplish earning my doctoral degree, during which we suffered the loss of our mother, as we move forward toward keeping her legacy alive.
2016	vi   Last, I tip my doctoral tam to my beloved, Sean Garner Hughes.
2016	He helped me be brave, his sacrifices allow(ed) me to accomplish my dreams, and he is forever embedded in my heart with undying appreciation and awe.
2016	He is my “Stretch” and challenges me to stretch myself beyond what I believe possible.
2016	I love you.
2016	vii
2016	Acknowledgements
2016	Acknowledgements
2016	Acknowledgments
2016	ACKNOWLEDGEMENTS  It is a pleasure to recognize those individuals and institutions that have supported this project.
2016	I have received constant support from various organizations within the University of North Carolina at Chapel Hill—the Graduate School, the Department of Music, and the Program in Medieval and Early Modern Studies allowed me to conduct research across the globe, provided time and space to think, and contributed generous research and financial assistance at several critical junctures.
2016	A Charles Montgomery Gray Fellowship from the Newberry Library allowed me to complete a large portion of research on their significant collection of Renaissance books about music.
2016	An Alvin H. Johnson AMS 50 Dissertation Fellowship from the American Musicological Society afforded me the opportunity to complete this project unencumbered by other distractions.
2016	Projects on rare books require, well, rare books.
2016	Many librarians and archivists helped to expedite my research by providing generous access to the materials I needed.
2016	A list of such individuals easily could fill many pages.
2016	I wish to thank in particular the following individuals who went out of their way to help me while I conducted research at their institutions: Emily Ferrigno (Irving S. Gilmore Music Library, Yale University), Paul Gehl (Newberry Library), Veronika Giglberger (Bayerische Stattsbibliothek), Sabine Kurth (Bayerische Staatsbibliothek), Suzanne Lovejoy (Irving S. Gilmore Music Library, Yale University), Tiziana Morsanuto (Biblioteca del Conservatorio “Santa Cecilia”), Rosario Todero (Biblioteca Casanatense), and Alfredo Vitolo (Museo Internazionale e Biblioteca della Musica).
2016	Chiara Pancino graciously  v   facilitated access to materials at the Biblioteca del Conservatorio “Benedetto Marcello” while the library was under renovation.
2016	Elisabetta Caldelli (Biblioteca Vallicelliana) and Samantha Gilchrist (Special Collections, University of Glasgow Library) provided detailed bibliographical assistance through correspondence.
2016	Susan Clermont (Music Division, Library of Congress), David Peter Coppen (Sibley Music Library, Eastman School of Music, University of Rochester), and Carla Zecher (Newberry Library) helped to shepherd me through the enormous collections at their respective libraries.
2016	Here at the University of North Carolina at Chapel Hill, Emily Kader and Kathleen Monahan, both of the Special Collections Library, provided generous access to the University’s rare books and directed my attention to some interesting uncataloged finds.
2016	Diane Steinhaus and Carrie Monette, both of the Music Library, provided reference assistance, answered innumerable queries, and made helpful suggestions at several stages.
2016	A number of scholars and friends provided invaluable advice.
2016	I was the fortunate recipient of kind critiques on early drafts of chapters from several graduate-student colleagues, particularly Molly Barnes, Megan Eagan, Matthew Franke, and Oren Vinogradov.
2016	I am especially grateful to Thomas Christensen, Jane Daphne Hatter, Susan Forscher Weiss, Adam Whittaker, and Richard Wistreich for sharing new and unpublished research with me.
2016	Cristle Collins Judd generously shared her ongoing research into the life and works of Zarlino and read the entire manuscript, providing many comments that helped sharpen or clarify my arguments.
2016	The members of my dissertation committee have provided unfailingly sound advice at numerous junctures.
2016	Tim Carter provided incisive, detailed comments and helped to improve many of the translations.
2016	John Nádas provided a number of useful suggestions about the relationship between prints and manuscripts.
2016	Mark Evan Bonds helped to focus my arguments and narrow the scope of the project.
2016	Phil Vandermeer lent a kind ear and pointed me toward valuable secondary literature.
2016	vi   My dissertation advisor, Anne MacNeil, has gone above and beyond in seeing this project from its initial inception in a seminar paper through to completion.
2016	I am thankful for her instinctive ability to sense when I needed space to work, for prodding me gently along the process, and for several final pushes as this project drew to completion.
2016	Finally, I wish to thank my wife, Heather Brannon.
2016	The dubious honor of being an academic spouse carries with it many other duties: therapist, travel agent, editor, chef, and realist-in-chief.
2016	She watched as this project ballooned beyond its initial scope and waited patiently throughout the gestation process as it thinned down to something manageable.
2016	I am eager to repay the many hours she has loaned me to read, to think, and to write.
2016	vii
2016	ACKNOWLEDGMENTS As I complete this dissertation, I wholeheartedly thank my dissertation chair, Dr. Samantha K. Hastings for her indispensable guidance and support throughout my research.
2016	Dr. Sam has become not only the best advisor I could have hoped for but also a lifetime mentor.
2016	I am truly thankful to my dissertation committee members: Dr. Dick Kawooya, Dr. Patricia E. Feehan, and Dr. Lana A. Burgess for their critical advice and instrumental assistance in this process.
2016	It is with deep appreciation that I acknowledge Kerry Kuhlkin-Hornsby and the entire CMA Education staff for their role in making my research project possible.
2016	I also want to express my sincere thanks to Dr. Robert Williams and Dr. Kate Flory for their valuable insights in the beginning of my research.
2016	I also thank all the participating families for their dedication, commitment, and time.
2016	With all of my heart, I thank my family, my husband Wei, my son Ziyu, and my daughter Hannah for their enduring love, understanding, and pride in my accomplishment.
2016	I deeply thank my parents, Fajing Deng and Ling Gu, for always supporting my dreams and aspirations.
2016	I also want to express my heartfelt thanks to my parents-in-law, Shipeng Ge and Shouzhen Zhu, for supporting my decision to pursue a doctoral degree in so many ways.
2016	I owe special gratitude to Liz Qunell who encouraged me to fulfill my dream and had her full faith in my ability to succeed in this endeavor.
2016	Finally, I am particularly grateful to Stan Trembach, my dear friend and colleague, for everything he did to help and support me along this journey.
2016	iv
2016	COLLEGE OF PROFESSIONAL EDUCATION
2016	ACKNOWLEDGEMENTS I would like to thank the exemplary school library media specialists who took part in this study for generously sharing their time and memories, especially Marilyn “Kay” Maynard, ISLMA’s first president and executive secretary.
2016	Without their courage, initiative, and leadership, the Illinois school library profession would not have developed into the dynamic force it is today.
2016	I am grateful to Joyce Karon, my mentor in school librarianship; Pamela Kramer, a colleague and supporter of this research; and Donald Adcock, the impetus for this research, for their dedication and service to school librarianship both nationally and locally.
2016	I would also like to thank the members of my committee: Dr. Rebecca Hunt, Dr. Olha Ketsman and Dr. James Lockard, for their insights and flexibility.
2016	In particular, I would like to express my appreciation to my committee chair, Dr. Rebecca P. Butler, for her wisdom, patience and unwavering support for this endeavor.
2016	She is the genesis for this research study, and under her guidance it moved from an idea to a historical record and now a dissertation.
2016	ACKNOWLEDGEMENTS  I am truly thankful and grateful to my committee: (Drs.)
2016	Jane Greenberg, Mohammed Hossein Jarrahi, Robert Losee, William Michener, Reagan Moore, and Acrot Rajasekar.
2016	I deeply appreciate all of your time, thoughts, ideas, and encouragement.
2016	Thank you to the rest of the SILS professors particularly Dr. Diane Kelly and Dr. Barbara Wildemuth for your helpful advice and encouragement along the way; thank you for your generosity, time, and guidance.
2016	Thank you to the community for the many research opportunities and researcher communities that I have had the opportunity to be a part of.
2016	Thank you to the SILS community and to the many opportunities for research, teaching, and service you’ve provided me.
2016	Thank you to DataONE for all of the research opportunities, the opportunity to explore your data, and for your generous funding.
2016	Thank you to the to the Metadata Research Center, CODATA, the National Consortium for Data Science, and the Earth Science Information Partners for all of your generous research and funding opportunities.
2016	A special thank you to the DigCCurr Fellowship for funding so many years of my doctorate studies, thank you for the wonderful opportunity to work with you.
2016	And lastly, thank you UNC-Writing Center!
2016	Thank you to all the many great friends and colleagues that have travelled this long and wonderful path with me particularly, my doctoral cohort friends.
2016	I miss seeing all of your smiling encouraging faces and I’m so glad we are still able to connect from time to time.
2016	It has been so wonderful to have you by my side during this long journey and to see where this journey has taken all of you too.
2016	Hugs and love J  vi   Thank you to my writing buddies especially Rachael Clemens, Ericka Patillo, and Leslie Thomson, I will miss coffee shopping with you all.
2016	Thank you Dr. Ashlee Edwards, Sami Kaplan, Debbie Maron, Sarah Ramdeen, and Jewel Ward, I definitely couldn’t have finished this without each of your support.
2016	To those I’ve forgotten to acknowledge, sorry and thanks to you too!
2016	To triangle area coffee shops and libraries, I definitely couldn’t have done this without you.
2016	To all past friends and colleagues, I wish you all well too!
2016	To my outside of doctoral studies friends: Greg, Trish, Chris, Megan, Katelyn, Rachel, and Mindy, thank you all who listened to me endlessly talk about my research.
2016	Special thanks to Kjersti Kyle and Emily Zaentz; love you both!
2016	To my best girl, Xan, I could not have done this without you; thanks for putting up with endless hours of watching me work.
2016	To my family, especially my mom and sister, thank you for everything, I love you all always!
2016	Lastly again, thank you to my wonderful committee for helping me through this process.
2016	And lastly, to Jane Greenberg, you are an amazing mentor, advisor, and friend and I will forever be in your debt.
2016	vii
2016	Acknowledgements
2016	Acknowledgement
2016	ACKNOWLEDGEMENTS It is impossible to complete a dissertation study like this without the tremendous guidance and support of many individuals.
2016	First, I would like to thank my husband, Paul, for his unconditional love and unwavering support throughout my doctoral journey.
2016	Without you by my side, this journey would not have been possible.
2016	I would also like to thank my daughters, Hannah and Natalie, for sharing me with my professors and classmates, for cheering me on during every step, and for reminding me what truly matters in life, love and family.
2016	I would also like to thank my parents, Thomas and Judy Cole, for their endless encouragement and faith in my abilities.
2016	You taught from me an early age what it means to work hard and to pursue my dreams.
2016	I am eternally grateful for my doctoral committee members.
2016	To my mentor and advisor, Anthony Chow, your selfless mentorship, passion for learning and teaching, and steadfast belief in me have helped me realize my goals.
2016	I have grown tremendously under your guidance and am forever thankful.
2016	To Dale Schunk, thank you for piquing my intellectual curiosity and for your kind support and valuable recommendations throughout this journey.
2016	It has been an honor to learn from you.
2016	To Clara Chu, thank you for sharing your insights and passion for librarianship.
2016	You have kept me grounded and focused upon the true purpose of my work, improving services for others.
2016	To James Eddy, thank you for sharing your knowledge about research as well as your expertise about students’ interactions with their digital environments.
2016	To Ye He, thank you for sharing your research and methodological expertise, which has allowed me to grow as a scholar.
2016	iv
2016	ACKNOWLEDGEMENTS I would like to thank the members of my dissertation committee for their support and guidance throughout this process.
2016	First and foremost, I would like to thank my committee chair, Dr. Linda Spatig.
2016	You pushed me to work harder, and write more, than I ever thought I could.
2016	And you stuck by me, and your other students, even after you retired.
2016	You will always be an inspiration to me and I hope to lead and nurture my students the same way that you have led and nurtured us.
2016	I would also like to thank Dr. Monica Garcia Brooks who has been a friend and mentor to me for many years.
2016	Her guidance and respect means the world to me.
2016	Without her support and words of wisdom I would not have undertaken this challenge, let alone have completed it.
2016	Dr. Watts was one of my first instructors in the program.
2016	I value his enthusiasm and knowledge and thank him for his thoughtfulness and commitment to developing leadership skills in his students.
2016	I would like to thank Dr. Lassiter for his patience with me as a writing student and for his guidance in class.
2016	He instilled in me the feeling that I was capable of writing for publication.
2016	I want to thank my daughter, Jamila Jones, and my daughter, son-in-law and grandson, Britny, Jason, and Cameron Maynard, for their love and laughter.
2016	Thank you Troy Cochran for your support and for putting up with my "dissertation brain".
2016	I want to thank my extended family, friends, and co-workers around the world for their encouragement, enthusiasm, and support.
2016	A special thank you goes to Kelli Kerbawy who kept me going through the program, who listened to my whining and who kept me laughing.
2016	iii
2016	Acknowledgements
2016	Acknowledgments
2016	ACKNOWLEDGMENTS  I would like to thank the Graduate School of Library and Information Science at the  University of Illinois, Urbana-Champaign for its generous support of my research over the  past five years.
2016	I especially thank Linda Smith for unendingly immediate assistance with all matters administrative and research-related.
2016	Without her, this would not have been possible.
2016	I also thank my academic mentors for their assistance with this project and many  others.
2016	Leigh Estabrook, I thank you for your extreme generosity with your time and  hospitality.
2016	Your pragmatic writing and career advice have made these last two years possible.
2016	I thank my committee members for their gracious spirits.
2016	Anita Chan, I so  appreciate the boundless enthusiasm you have for all of my projects.
2016	Kevin Hamilton, I am grateful for the support of the community you allowed me to be a part of through your  Systems grant.
2016	Kari Kraus, thank you so much for your kind words and thoughtful criticism on this project and during my early years as a graduate student when I benefitted from your wisdom during PVWII.
2016	Your kindness in that space was invaluable.
2016	Last and most important of all, I extend my thanks to Jerome McDonough.
2016	Jerry, you  are everything an advisor ought to be.
2016	Thank you for your time, for the research  opportunities, for your care, for your books, for your professional contacts, for the use of  your office and truly epic headphones, for your collegiality and friendship.
2016	You supported me and my research before I even set foot on this campus and it has been an unmitigated pleasure.
2016	I also thank my peers who have supported this journey.
2016	Thanks to Ana Lucic for  taking care of my spouse and son when I was away doing doctoral research.
2016	To Karen iii   Baker, your eternal optimism is something that I aspire to in life.
2016	To Tiffany Chao for  sending me links, contacts, articles, and the most beautiful copy of Le Petit Prince in my  collection.
2016	I thank Nikki Weickum and Paul McKean for being my writing companions and  for reading draft after draft of this dissertation and everything else I’ve written for the last two years.
2016	I literally could not have written this without you.
2016	Finally, I thank my family and friends.
2016	Gail Ferguson, you are truly my comadre in  every sense of the word.
2016	Thank you for offering help when I didn’t know I needed it, for  your constant calm and support, and for letting me be Mommy Rhiannon to your beautiful  son.
2016	Thank you to my parents Angharad Valdivia and Cameron McCarthy for your unending support and for being the model of thoughtful, respectful collaborators with your students and colleagues and teaching me about the kind of academic I want to be.
2016	I am so thankful for the good fortune that brought me home to you a decade after I grew up and moved  away.
2016	Thank you to my sister Ailín and my son Lucas for inspiring me every day: watching you grow is the greatest pleasure in life.
2016	Thank you to Alexis Meza for being my partner  through graduate school, parenthood, and life.
2016	Thank you for the weekends of work time, for the sleep-in days, for trips to Europe, for supporting me in quitting my job in 2009 to pursue what I was really passionate about, and for agreeing to leave New York City to  follow me to the Midwest.
2016	It has been a crazy adventure and I will always be grateful for it.
2016	iv
2016	committees and meeting with colleagues.
2016	A second study of school library effects analyzed the responses concerning 440 (out of 924) school libraries regarding the relationship between library programs and state testing results
2016	ACKNOWLEDGEMENTS “The one who has not thanked people, has not thanked God,” is a traditional saying of the Prophet Muhammad.
2016	I have a lot of people to thank for helping me get to this point.
2016	My advisor, Dr. Cal Lee has been an immeasurable resource since I began at UNC.
2016	I thank him for his patience and sincere guidance at every step along the way.
2016	I am grateful for all of the encouragement and support of SILS faculty and staff, several people at SILS, Drs.
2016	Barbara Moran, Ryan Shaw, Diane Kelly, Evelyn Daniel, and the late Deborah Barreau have shown such generosity of spirit and intellect that I would like to wholeheartedly acknowledge them.
2016	I am grateful for the insights of each member of my committee, including the aforementioned Cal and Ryan, as well as Denise Anthony, Glaire Anderson, and Kenneth Honerkamp of the University of Georgia.
2016	Also, thank you to Dr. Michelle Caswell of UCLA who, since my sophomore year of high school has been a mentor, inspiration and cheerleader.
2016	Research for this dissertation greatly benefited from the support and encouragement of the American Institute of Maghrib Studies (AIMS).
2016	I would be remiss if I did not thank profusely the Moroccan scholars who shared their time, books, and insights with me.
2016	Especially, Si Abdelaziz  Essaouri and the folks at the Ministry of Culture, Aomar Afa, Ahmed C. Binebine, Mohammed El Mansour, Khalid Ben Saghir, Nozha Ben Saddoun, Latifa Benjelloun-Laroui and all of the patient people at the National library who helped a sometimes anxious and insistent American researcher.
2016	v   Fellow doctoral students have helped lessen the bumps on the road to dissertation and I am grateful to Anita Crestinzi who helped me survive Statistics; the ELIME-21 crew: Sarah Ramdeen, Amanda Click and John Martin III; my late stage writing crew Rachael Clemens, Ericka Patillo, and Angela P. Murillo; and to all the nice folks who helped make things a bit more pleasant like Sarah Beth Nelson, Casey Rawson, Patrick Golden, and Alex Chassanoff.
2016	There have been a lot of people supporting me outside of academia and I must acknowledge them, my extended family (White/Garth/Weston) with their care packages and inspiration from Chicago, my in-laws the El Mansour family for all the good meals and helping us to celebrate life’s milestones; my friends’ families who seem like family: the Hassan family, the Avant family, the Khan family, and the Abou-el Khair-Selenica family.
2016	There is no way that I could have gotten this far without your generosity and affection.
2016	And thank you to the boys, who sacrificed so much so that their mom could do all this, Abdessamad and M.
2016	Zakaria.
